headline,body,time_published,Text,category
Scientists unveil image of 'gentle giant' black hole at Milky Way's center,"Scientists on Thursday provided the first look at the ""gentle giant"" lurking at the center of our Milky Way galaxy - an image of a supermassive black hole that devours any matter within its huge gravitational pull but is currently on a bit of a diet.",132022.0,scientist unveil image gentle giant black hole milky way center scientist thursday provided first look gentle giant lurking center milky way galaxy image supermassive black hole devours matter within huge gravitational pull currently bit diet.,Science and Tech
Space telescope in home stretch of tests; early pics impress,"NASA's new space telescope is in the home stretch of testing, with science observations expected to begin in July, astronomers said Monday.",112022.0,space telescope home stretch test early pic impress nasa new space telescope home stretch testing science observation expected begin july astronomer said monday.,Science and Tech
Black hole hunters cast gaze at center of the Milky Way galaxy,"​​​​​​​Residing at the center of our spiral-shaped Milky Way galaxy is a beast - a supermassive black hole possessing 4 million times the mass of our sun and consuming any material including gas, dust and stars straying within its immense gravitational pull.",112022.0,black hole hunter cast gaze center milky way galaxy residing center spiral shaped milky way galaxy beast supermassive black hole possessing million time mass sun consuming material including gas dust star straying within immense gravitational pull.,Science and Tech
SpaceX launches 4 astronauts for NASA after private flight,"SpaceX launched four astronauts to the International Space Station for NASA on Wednesday, less than two days after completing a flight chartered by millionaires.",272022.0,spacex launch astronaut nasa private flight spacex launched four astronaut international space station nasa wednesday le two day completing flight chartered millionaires.,Science and Tech
Surprised astronomers find new type of star explosion - a micronova,Astronomers have detected a previously unknown type of stellar explosion called a micronova involving thermonuclear blasts at the polar regions of a type of burned-out star called a white dwarf after it has siphoned material from a companion star.,212022.0,surprised astronomer find new type star explosion micronova astronomer detected previously unknown type stellar explosion called micronova involving thermonuclear blast polar region type burned star called white dwarf siphoned material companion star.,Science and Tech
Europa's similarity to Greenland hints that Jupiter moon could harbor life,The uncanny resemblance between features on Europa's frozen surface and a landform in Greenland that sits atop a sizable pocket of water are providing intriguing new indications that this moon of Jupiter may be capable of harboring life.,202022.0,europa similarity greenland hint jupiter moon could harbor life uncanny resemblance feature europa frozen surface landform greenland sits atop sizable pocket water providing intriguing new indication moon jupiter may capable harboring life.,Science and Tech
The forecast on planet Neptune is chilly - and getting colder,"Frigid and far-flung Neptune, our solar system's outermost planet, is adding to its reputation as an enigmatic world, with astronomers puzzled by a surprising drop in its atmospheric temperatures during the past two decades.",152022.0,forecast planet neptune chilly getting colder frigid far flung neptune solar system outermost planet adding reputation enigmatic world astronomer puzzled surprising drop atmospheric temperature past two decades.,Science and Tech
Earliest-known galaxy offers clues about the primordial universe,"Astronomers have discovered what may be the earliest and most distant galaxy ever observed, one that formed relatively soon after the Big Bang event that marked the origin of the universe and may be populated by the novel first generation of stars.",82022.0,earliest known galaxy offer clue primordial universe astronomer discovered may earliest distant galaxy ever observed one formed relatively soon big bang event marked origin universe may populated novel first generation stars.,Science and Tech
Gigantic Jupiter-like alien planet observed still 'in the womb',Scientists have observed an enormous planet about nine times the mass of Jupiter at a remarkably early stage of formation - describing it as still in the womb - in a discovery that challenges the current understanding of planetary formation.,62022.0,gigantic jupiter like alien planet observed still womb scientist observed enormous planet nine time mass jupiter remarkably early stage formation describing still womb discovery challenge current understanding planetary formation.,Science and Tech
Russia says cooperation in space only possible once sanctions are lifted,Russia's space director said on Saturday that the restoration of normal ties between partners at the International Space Station (ISS) and other joint space projects would be possible only once Western sanctions against Moscow are lifted.,22022.0,russia say cooperation space possible sanction lifted russia space director said saturday restoration normal tie partner international space station i joint space project would possible western sanction moscow lifted.,Science and Tech
"Twinkle, twinkle giant star, astronomers see how far you are","Astronomers have discovered the farthest star yet, a super-hot, super-bright giant that formed nearly 13 billion years ago at the dawn of the cosmos.",312022.0,twinkle twinkle giant star astronomer see far astronomer discovered farthest star yet super hot super bright giant formed nearly billion year ago dawn cosmos.,Science and Tech
Himalayan Climate Boot Camp 2022 taking science journalists to unchartered heights,"Eight environment journalists from Nepal, India and Bangladesh will be part of an expedition to the Everest region to attend a climate change boot camp that will enable nuanced science reporting from the tough and underreported terrain.",282022.0,himalayan climate boot camp taking science journalist unchartered height eight environment journalist nepal india bangladesh part expedition everest region attend climate change boot camp enable nuanced science reporting tough underreported terrain.,Science and Tech
Russia to work on solo Mars mission after Europe freezes joint project: Interfax,"Russia will start work on its own Mars mission given that the European Space Agency (ESA) has suspended a joint project in the wake of the Ukraine invasion, Interfax news agency quoted a top official as saying on Friday.",192022.0,russia work solo mar mission europe freeze joint project interfax russia start work mar mission given european space agency esa suspended joint project wake ukraine invasion interfax news agency quoted top official saying friday.,Science and Tech
Russian cosmonauts set for Friday launch to International Space Station,"Three Russian cosmonauts were due for launch on Friday to the International Space Station (ISS), continuing a two-decade-plus shared Russian-U.S. presence aboard the orbiting outpost despite heightened terrestrial tensions between Moscow and Washington.",182022.0,russian cosmonaut set friday launch international space station three russian cosmonaut due launch friday international space station i continuing two decade plus shared russian u.s. presence aboard orbiting outpost despite heightened terrestrial tension moscow washington.,Science and Tech
"No European Mars mission this year, due to war in Ukraine","Because of Russia's invasion of Ukraine, Europe is going to have to wait at least several more years and may need NASA's help before its first planned Mars rover can drill into the planet's dusty surface, seeking signs of whether it ever hosted life.",182022.0,european mar mission year due war ukraine russia invasion ukraine europe going wait least several year may need nasa help first planned mar rover drill planet dusty surface seeking sign whether ever hosted life.,Science and Tech
Space telescope's image of star gets photobombed by galaxies,NASA's new space telescope has gazed into the distant universe and shown perfect vision: a spiky image of a faraway star photobombed by thousands of ancient galaxies.,172022.0,space telescope image star get photobombed galaxy nasa new space telescope gazed distant universe shown perfect vision spiky image faraway star photobombed thousand ancient galaxies.,Science and Tech
"Space junk on 5,800-mph collision course with moon","The moon is about to get walloped by 3 tons of space junk, a punch that will carve out a crater that could fit several semitractor-trailers.",22022.0,space junk mph collision course moon moon get walloped ton space junk punch carve crater could fit several semitractor trailers.,Science and Tech
Stellar 'vampire' finds love at first bite with companion star,"Astronomers have gotten a good look at what happens when a ""vampire"" star sucks the outer layers of material from a companion star, stripping this ""bitten"" victim down to a mere stellar core.",22022.0,stellar vampire find love first bite companion star astronomer gotten good look happens vampire star suck outer layer material companion star stripping bitten victim mere stellar core.,Science and Tech
"Meteorites from Mars, outer space land on Christie's auction block","Meteorites are striking gold among collectors, with a dilapidated dog house that survived a hit from outer space expected to fetch up to $300,000 at a Christie's auction, and a chunk of Mars going for as much as $800,000.",232022.0,meteorite mar outer space land christie auction block meteorite striking gold among collector dilapidated dog house survived hit outer space expected fetch christie auction chunk mar going much .,Science and Tech
New observations help explain universe's most energetic objects,Observations showing a roughly donut-shaped cloud of cosmic dust and gas shrouding a huge black hole at the heart of a galaxy similar in size to our Milky Way are providing scientists with new clarity about the universe's most energetic objects.,172022.0,new observation help explain universe energetic object observation showing roughly donut shaped cloud cosmic dust gas shrouding huge black hole heart galaxy similar size milky way providing scientist new clarity universe energetic objects.,Science and Tech
"NASA's new space telescope sees 1st starlight, takes selfie","NASA's new space telescope has captured its first starlight and even taken a selfie of its giant, gold mirror.",122022.0,nasa new space telescope see st starlight take selfie nasa new space telescope captured first starlight even taken selfie giant gold mirror.,Science and Tech
Solar storm knocks out 40 newly launched SpaceX satellites,"A geomagnetic storm triggered by a large burst of radiation from the sun has disabled least 40 of the 49 satellites newly launched by SpaceX as part of its Starlink internet communications network, the company said.",102022.0,solar storm knock newly launched spacex satellite geomagnetic storm triggered large burst radiation sun disabled least satellite newly launched spacex part starlink internet communication network company said.,Science and Tech
"Hitchhiking in Earth's orbit, asteroid may be with us for 4,000 years","An asteroid that was discovered riding along in Earth's orbit is about three-quarters of a mile (1.2 km) wide and might remain as a hitchhiker with our planet for at least 4,000 more years while posing no danger, scientists said on Tuesday.",22022.0,hitchhiking earth orbit asteroid may u year asteroid discovered riding along earth orbit three quarter mile . km wide might remain hitchhiker planet least year posing danger scientist said tuesday.,Science and Tech
Scientists amazed by blinking star's 'totally unexpected' behavior,Scientists have detected what appears to be an incredibly dense star behaving unlike anything else ever seen - and suspect it might be a type of exotic astrophysical object whose existence has until now been only hypothesized.,282022.0,scientist amazed blinking star totally unexpected behavior scientist detected appears incredibly dense star behaving unlike anything else ever seen suspect might type exotic astrophysical object whose existence hypothesized.,Science and Tech
China to strengthen space governance over next five years - white paper,"China said it will strengthen its governance in space over the next five years to better protect its assets and interests, including the study of plans to build a near-earth object defence system and cooperation with other nations.",282022.0,china strengthen space governance next five year white paper china said strengthen governance space next five year better protect asset interest including study plan build near earth object defence system cooperation nations.,Science and Tech
"Toyota heading to moon with cruiser, robotic arms, dreams","Toyota is working with Japan's space agency on a vehicle to explore the lunar surface, with ambitions to help people live on the moon by 2040 and then go live on Mars, company officials said Friday.",282022.0,toyota heading moon cruiser robotic arm dream toyota working japan space agency vehicle explore lunar surface ambition help people live moon go live mar company official said friday.,Science and Tech
NASA's new space telescope reaches destination in solar orbit,"NASA's James Webb Space Telescope, designed to give the world an unprecedented glimpse of infant galaxies in the early stages of the universe, arrived at its gravitational parking spot in orbit around the sun on Monday, nearly a million miles from Earth.",252022.0,nasa new space telescope reach destination solar orbit nasa james webb space telescope designed give world unprecedented glimpse infant galaxy early stage universe arrived gravitational parking spot orbit around sun monday nearly million mile earth.,Science and Tech
NASA begins process of bringing new space telescope into focus,"NASA on Wednesday embarked on a months-long, painstaking process of bringing its newly launched James Webb Space Telescope https://www.reuters.com/lifestyle/science/nasas-revolutionary-new-space-telescope-due-launch-french-guiana-2021-12-25 into focus, a task due for completion in time for the revolutionary eye in the sky to begin peering into the cosmos by early summer.",142022.0,nasa begin process bringing new space telescope focus nasa wednesday embarked month long painstaking process bringing newly launched james webb space telescope www.reuters.com lifestyle science nasa revolutionary new space telescope due launch french guiana focus task due completion time revolutionary eye sky begin peering cosmos early summer.,Science and Tech
Study nixes Mars life in meteorite found in Antarctica,"A 4 billion-year-old meteorite from Mars that caused a splash here on Earth decades ago contains no evidence of ancient, primitive Martian life after all, scientists reported Thursday.",142022.0,study nix mar life meteorite found antarctica billion year old meteorite mar caused splash earth decade ago contains evidence ancient primitive martian life scientist reported thursday.,Science and Tech
"Space telescope's 'golden eye' opens, last major hurdle","NASA's new space telescope opened its huge, gold-plated, flower-shaped mirror Saturday, the final step in the observatory's dramatic unfurling.",102022.0,space telescope golden eye open last major hurdle nasa new space telescope opened huge gold plated flower shaped mirror saturday final step observatory dramatic unfurling.,Science and Tech
NASA nails trickiest job on newly launched space telescope,"NASA aced the most complicated, critical job on its newly launched space telescope Tuesday: unrolling and stretching a sunshade the size of a tennis court.",62022.0,nasa nail trickiest job newly launched space telescope nasa aced complicated critical job newly launched space telescope tuesday unrolling stretching sunshade size tennis court.,Science and Tech
NASA's new space telescope 'hunky-dory' after problems fixed,"NASA’s new space telescope is on the verge of completing the riskiest part of its mission — unfolding and tightening a huge sunshade — after ground controllers fixed a pair of problems, officials said Monday.",42022.0,nasa new space telescope hunky dory problem fixed nasa new space telescope verge completing riskiest part mission unfolding tightening huge sunshade ground controller fixed pair problem official said monday.,Science and Tech
Space telescope launched on daring quest to behold 1st stars,The world’s largest and most powerful space telescope rocketed away Saturday on a high-stakes quest to behold light from the first stars and galaxies and scour the universe for hints of life.,252021.0,space telescope launched daring quest behold st star world largest powerful space telescope rocketed away saturday high stake quest behold light first star galaxy scour universe hint life.,Science and Tech
EXPLAINER: Veteran Hubble vs. new Webb space telescope,"With NASA and the European Space Agency's Hubble pushing 32 years in orbit, the bigger, 100 times more powerful Webb is widely viewed as its successor even though the two are vastly different. Its liftoff is slated for Saturday morning from the coast of South America.",252021.0,explainer veteran hubble vs. new webb space telescope nasa european space agency hubble pushing year orbit bigger time powerful webb widely viewed successor even though two vastly different. liftoff slated saturday morning coast south america.,Science and Tech
NASA's revolutionary new space telescope due for launch from French Guiana,"The powerful infrared telescope, hailed by NASA as the premiere space-science observatory of the next decade, was packed inside the cargo bay of an Ariane 5 rocket poised for blastoff at 7:20 a.m. EST (1220 GMT) from the European Space Agency's (ESA) launch base in French Guiana.",252021.0,nasa revolutionary new space telescope due launch french guiana powerful infrared telescope hailed nasa premiere space science observatory next decade packed inside cargo bay ariane rocket poised blastoff a.m. est gmt european space agency esa launch base french guiana.,Science and Tech
Launch of NASA's new space telescope delayed until Christmas Day,"Liftoff of NASA's James Webb Space Telescope, designed to peer farther than ever into the universe, has been delayed until Christmas Day at the earliest, due to poor weather at the launch site on South America's northeastern coast, the space agency said on Tuesday.",232021.0,launch nasa new space telescope delayed christmas day liftoff nasa james webb space telescope designed peer farther ever universe delayed christmas day earliest due poor weather launch site south america northeastern coast space agency said tuesday.,Science and Tech
"NASA craft 'touches' sun for 1st time, dives into atmosphere","A NASA spacecraft has officially ""touched"" the sun, plunging through the unexplored solar atmosphere known as the corona.",152021.0,nasa craft touch sun st time dive atmosphere nasa spacecraft officially touched sun plunging unexplored solar atmosphere known corona.,Science and Tech
Webb telescope launch delayed by communication problem: NASA,Next week's launch of NASA's new space telescope is delayed for at least two days because of a communication problem between the observatory and the rocket.,152021.0,webb telescope launch delayed communication problem nasa next week launch nasa new space telescope delayed least two day communication problem observatory rocket.,Science and Tech
NASA's Webb telescope promises an 'amazing journey' for astronomy,"It was finished years late at a cost far higher than planned, but NASA's James Webb Space Telescope due for launch next week may usher in a new era in astronomy as it gathers information on the universe's earliest stages, star formation, and whether planets beyond our solar system may be suitable for life.",152021.0,nasa webb telescope promise amazing journey astronomy finished year late cost far higher planned nasa james webb space telescope due launch next week may usher new era astronomy gather information universe earliest stage star formation whether planet beyond solar system may suitable life.,Science and Tech
Geminid meteor shower to peak on Tuesday night,"Geminid meteor shower, which is considered to be one of the major meteor showers, is all set to peak on December 14-15 in our corner of the world.",132021.0,geminid meteor shower peak tuesday night geminid meteor shower considered one major meteor shower set peak december corner world.,Science and Tech
"No more commercial astronaut wings, too many launching: FAA","Heads up, future space travelers: No more commercial astronaut wings will be awarded from the Federal Aviation Administration after this year.",112021.0,commercial astronaut wing many launching faa head future space traveler commercial astronaut wing awarded federal aviation administration year.,Science and Tech
'The internet's on fire' as techs race to fix software flaw,A critical vulnerability in a widely used software tool — one quickly exploited in the online game Minecraft — is rapidly emerging as a major threat to organizations around the world.,112021.0,internet fire tech race fix software flaw critical vulnerability widely used software tool one quickly exploited online game minecraft rapidly emerging major threat organization around world.,Science and Tech
Footprints show some two-legged dinosaurs were agile,An analysis of dinosaur tracks from 120 million years ago unearthed in Spain adds to growing evidence that these meat-eating prehistoric beasts belonging to the same group as Tyrannosaurus rex could be highly agile.,102021.0,footprint show two legged dinosaur agile analysis dinosaur track million year ago unearthed spain add growing evidence meat eating prehistoric beast belonging group tyrannosaurus rex could highly agile.,Science and Tech
Comet Leonard visible in earth's sky dome early morning in this first half of December,"Comet Leonard is now in bloom, in December, and people in Nepal can see it too in the morning sky until it is lost to the sun glaze next month.",92021.0,comet leonard visible earth sky dome early morning first half december comet leonard bloom december people nepal see morning sky lost sun glaze next month.,Science and Tech
"Chinese sighting of 'cube' on moon rouses speculation, inspires memes",A photograph of a cube-like object captured by a Chinese rover on the far side of the moon has fanned speculation over what it could be and inspired a host of memes by Chinese internet users.,82021.0,chinese sighting cube moon rous speculation inspires meme photograph cube like object captured chinese rover far side moon fanned speculation could inspired host meme chinese internet users.,Science and Tech
"Space junk forces spacewalk delay, too risky for astronauts",NASA called off a spacewalk Tuesday because of menacing space junk that could puncture an astronaut's suit or damage the International Space Station.,12021.0,space junk force spacewalk delay risky astronaut nasa called spacewalk tuesday menacing space junk could puncture astronaut suit damage international space station.,Science and Tech
NASA launches test mission of asteroid-deflecting spacecraft,"A spacecraft that must ultimately crash to succeed was launched late on Tuesday from California on a NASA mission to demonstrate the world's first planetary defense system, designed to deflect an asteroid from a potential doomsday collision with Earth.",242021.0,nasa launch test mission asteroid deflecting spacecraft spacecraft must ultimately crash succeed launched late tuesday california nasa mission demonstrate world first planetary defense system designed deflect asteroid potential doomsday collision earth.,Science and Tech
Longest partial lunar eclipse to be witnessed Friday,"The longest partial lunar eclipse since the 15th century is can be witnessed this week, on Friday.",182021.0,longest partial lunar eclipse witnessed friday longest partial lunar eclipse since th century witnessed week friday.,Science and Tech
Russia rejects accusations of endangering ISS astronauts,"Russian officials on Tuesday rejected accusations that they endangered astronauts aboard the International Space Station by conducting a weapons test that created more than 1,500 pieces of space junk but a White House official said the move by Russia would threaten activities in space ""for years to come.""",172021.0,russia reject accusation endangering i astronaut russian official tuesday rejected accusation endangered astronaut aboard international space station conducting weapon test created piece space junk white house official said move russia would threaten activity space year come.,Science and Tech
Russian anti-satellite missile test endangers space station crew - NASA,"An anti-satellite missile test Russia conducted on Monday generated a debris field in low-Earth orbit that endangered the International Space Station and will pose a hazard to space activities for years, US officials said.",162021.0,russian anti satellite missile test endangers space station crew nasa anti satellite missile test russia conducted monday generated debris field low earth orbit endangered international space station pose hazard space activity year u official said.,Science and Tech
IBM says quantum chip could beat standard chips in two years,International Business Machines on Monday said it has designed a new quantum computing chip that its executives believe will let quantum systems start to outperform classical computers at some tasks within the next two years.,152021.0,ibm say quantum chip could beat standard chip two year international business machine monday said designed new quantum computing chip executive believe let quantum system start outperform classical computer task within next two years.,Science and Tech
Nepali space physicist makes breakthrough study on Earth's upper atmosphere at University of Alaska,"A Nepali student working at the University of Alaska Geophysical Institute, Rajan Itani, has made an honourable contribution through his study related to the behavior of wind in the Earth’s upper atmosphere.",122021.0,nepali space physicist make breakthrough study earth upper atmosphere university alaska nepali student working university alaska geophysical institute rajan itani made honourable contribution study related behavior wind earth upper atmosphere.,Science and Tech
China's 1st woman to spacewalk works 6 hours outside station,Wang Yaping has become the first Chinese woman to conduct a spacewalk as part of a six-month mission to the country's space station.,82021.0,china st woman spacewalk work hour outside station wang yaping become first chinese woman conduct spacewalk part six month mission country space station.,Science and Tech
Plenty of pitfalls await Zuckerberg's 'metaverse' plan,"When Mark Zuckerberg announced ambitious plans to build the ""metaverse"" — a virtual reality construct intended to supplant the internet, merge virtual life with real life and create endless new playgrounds for everyone — he promised that ""you're going to able to do almost anything you can imagine.""",82021.0,plenty pitfall await zuckerberg metaverse plan mark zuckerberg announced ambitious plan build metaverse virtual reality construct intended supplant internet merge virtual life real life create endless new playground everyone promised going able almost anything imagine.,Science and Tech
November to offer beautiful view of visible planets,"For all the night sky lovers, November month will give you plenty of opportunities to watch the visible planets as they appear the sky's dome.",32021.0,november offer beautiful view visible planet night sky lover november month give plenty opportunity watch visible planet appear sky dome.,Science and Tech
"Facebook to shut down face-recognition system, delete data","Facebook said it will shut down its face-recognition system and delete the faceprints of more than 1 billion people amid growing concerns about the technology and its misuse by governments, police and others.",32021.0,facebook shut face recognition system delete data facebook said shut face recognition system delete faceprints billion people amid growing concern technology misuse government police others.,Science and Tech
Jupiter's huge Great Red Spot storm is much deeper than expected,"Data from NASA's Juno spacecraft is providing a deeper understanding of Jupiter's wondrous and violent atmosphere including its Great Red Spot, finding that this immense swirling storm extends much further down than expected.",302021.0,jupiter huge great red spot storm much deeper expected data nasa juno spacecraft providing deeper understanding jupiter wondrous violent atmosphere including great red spot finding immense swirling storm extends much expected.,Science and Tech
"In the middle of a crisis, Facebook Inc. renames itself Meta","Like many companies in trouble before it, Facebook is changing its name and logo. Facebook Inc. is now called Meta Platforms Inc., or Meta for short, to reflect what CEO Mark Zuckerberg said Thursday is its commitment to developing the new surround-yourself technology known as the "" metaverse."" But the social network itself will still be called Facebook.",292021.0,middle crisis facebook inc. renames meta like many company trouble facebook changing name logo. facebook inc. called meta platform inc. meta short reflect ceo mark zuckerberg said thursday commitment developing new surround technology known metaverse. social network still called facebook.,Science and Tech
Facebook froze as anti-vaccine comments swarmed users,"In March, as claims about the dangers and ineffectiveness of coronavirus vaccines spun across social media and undermined attempts to stop the spread of the virus, some Facebook employees thought they had found a way to help.",272021.0,facebook froze anti vaccine comment swarmed user march claim danger ineffectiveness coronavirus vaccine spun across social medium undermined attempt stop spread virus facebook employee thought found way help.,Science and Tech
Facebook profits rise amid revelations from leaked documents,"Amid fallout from the Facebook Papers documents supporting claims that the social network has valued financial success over user safety, Facebook on Monday reported higher profit for the latest quarter.",262021.0,facebook profit rise amid revelation leaked document amid fallout facebook paper document supporting claim social network valued financial success user safety facebook monday reported higher profit latest quarter.,Science and Tech
"Facebook plans new group name to revamp image, says The Verge","Facebook Inc, under fire from regulators and lawmakers over its business practices, is planning to rebrand itself with a new group name that focuses on the metaverse, the Verge reported on Tuesday.",212021.0,facebook plan new group name revamp image say verge facebook inc fire regulator lawmaker business practice planning rebrand new group name focus metaverse verge reported tuesday.,Science and Tech
S Korea prepares test of 1st domestically made space rocket,South Korea was preparing to test-launch its first domestically produced space rocket Thursday in what officials describe as an important step in its pursuit of a satellite launch program.,212021.0,korea prepares test st domestically made space rocket south korea preparing test launch first domestically produced space rocket thursday official describe important step pursuit satellite launch program.,Science and Tech
US surgeons successfully test pig kidney transplant in human patient,"For the first time, a pig kidney has been transplanted into a human without triggering immediate rejection by the recipient's immune system, a potentially major advance that could eventually help alleviate a dire shortage of human organs for transplant.",202021.0,u surgeon successfully test pig kidney transplant human patient first time pig kidney transplanted human without triggering immediate rejection recipient immune system potentially major advance could eventually help alleviate dire shortage human organ transplant.,Science and Tech
Russian filmmakers land after shoot aboard space station,A SoyA Soyuz space capsule carrying a cosmonaut and two Russian filmmakers has landed after a 3 1/2-hour trip from the International Space Station. uz space capsule carrying a cosmonaut and two Russian filmmakers has landed after a 3 1/2-hour trip from the International Space Station.,172021.0,russian filmmaker land shoot aboard space station soya soyuz space capsule carrying cosmonaut two russian filmmaker landed hour trip international space station. uz space capsule carrying cosmonaut two russian filmmaker landed hour trip international space station.,Science and Tech
NASA to launch first space probe to study Jupiter's Trojan asteroids,"NASA is set on Saturday to launch a first-of-its kind mission, dubbed Lucy, to study Jupiter's Trojan asteroids, two large clusters of space rocks that scientists believe are remnants of primordial material that formed the solar system's outer planets.",162021.0,nasa launch first space probe study jupiter trojan asteroid nasa set saturday launch first kind mission dubbed lucy study jupiter trojan asteroid two large cluster space rock scientist believe remnant primordial material formed solar system outer planets.,Science and Tech
Second J&J COVID-19 shot gets expert backing; FDA is looking at lowering age for Pfizer booster,Outside advisers to the U.S. Food and Drug Administration on Friday unanimously recommended the agency authorize a second shot of Johnson & Johnson's COVID-19 vaccine for all recipients of the one-dose inoculation.,162021.0,second j j covid shot get expert backing fda looking lowering age pfizer booster outside adviser u.s. food drug administration friday unanimously recommended agency authorize second shot johnson johnson covid vaccine recipient one dose inoculation.,Science and Tech
China launches second crewed mission to build space station,"China on Saturday launched a rocket carrying three astronauts - two men and one woman - to the core module of a future space station where they will live and work for six months, the longest orbit for Chinese astronauts.",162021.0,china launch second crewed mission build space station china saturday launched rocket carrying three astronaut two men one woman core module future space station live work six month longest orbit chinese astronauts.,Science and Tech
"Economics Nobel honours 'natural experiments', from minimum wage to migration","Economists David Card, Joshua Angrist and Guido Imbens won the 2021 Nobel economics prize on Monday for pioneering ""natural experiments"" to show real-world economic impacts in areas from minimum wage increases in the U.S. fast-food sector to migration from Castro-era Cuba.",122021.0,economics nobel honour natural experiment minimum wage migration economist david card joshua angrist guido imbens nobel economics prize monday pioneering natural experiment show real world economic impact area minimum wage increase u.s. fast food sector migration castro era cuba.,Science and Tech
Facebook unveils new controls for kids using its platforms,"Facebook, in the aftermath of damning testimony that its platforms harm children, will be introducing several features including prompting teens to take a break using its photo sharing app Instagram, and ""nudging"" teens if they are repeatedly looking at the same content that's not conducive to their well-being.",112021.0,facebook unveils new control kid using platform facebook aftermath damning testimony platform harm child introducing several feature including prompting teen take break using photo sharing app instagram nudging teen repeatedly looking content conducive well being.,Science and Tech
Trio win physics Nobel for work deciphering chaotic climate,"Japanese-born American Syukuro Manabe, German Klaus Hasselmann and Italian Giorgio Parisi won the 2021 Nobel Prize in Physics on Tuesday for work that helps understand complex physical systems such as Earth's changing climate.",62021.0,trio win physic nobel work deciphering chaotic climate japanese born american syukuro manabe german klaus hasselmann italian giorgio parisi nobel prize physic tuesday work help understand complex physical system earth changing climate.,Science and Tech
"Facebook blames ""faulty configuration change"" for nearly six-hour outage","Facebook Inc (FB.O) blamed a ""faulty configuration change"" for a nearly six-hour outage on Monday that prevented the company's 3.5 billion users from accessing its social media and messaging services such as WhatsApp, Instagram and Messenger.",52021.0,facebook blame faulty configuration change nearly six hour outage facebook inc fb.o blamed faulty configuration change nearly six hour outage monday prevented company . billion user accessing social medium messaging service whatsapp instagram messenger.,Science and Tech
Two Americans win Medicine Nobel for work on heat and touch,American scientists David Julius and Ardem Patapoutian won the 2021 Nobel Prize for Medicine on Monday for the discovery of receptors in the skin that sense temperature and touch and could pave the way for new pain-killers.,52021.0,two american win medicine nobel work heat touch american scientist david julius ardem patapoutian nobel prize medicine monday discovery receptor skin sense temperature touch could pave way new pain killers.,Science and Tech
SpaceX capsule with world's first all-civilian orbital crew returns safely,"The quartet of newly minted citizen astronauts comprising the SpaceX Inspiration4 mission safely splashed down in the Atlantic off Florida's coast on Saturday, completing a three-day flight of the first all-civilian crew ever sent into Earth orbit.",192021.0,spacex capsule world first civilian orbital crew return safely quartet newly minted citizen astronaut comprising spacex inspiration mission safely splashed atlantic florida coast saturday completing three day flight first civilian crew ever sent earth orbit.,Science and Tech
Tom Cruise gets sneak preview from SpaceX's 1st private crew,Tom Cruise got a sneak preview of what it's like to circle Earth in a SpaceX capsule.,182021.0,tom cruise get sneak preview spacex st private crew tom cruise got sneak preview like circle earth spacex capsule.,Science and Tech
Chinese astronauts return after 90 days aboard space station,A trio of Chinese astronauts returned to Earth on Friday after a 90-day stay aboard their nation's first space station in China's longest mission yet.,172021.0,chinese astronaut return day aboard space station trio chinese astronaut returned earth friday day stay aboard nation first space station china longest mission yet.,Science and Tech
Moroccan cave yields oldest clues about advent of human clothing,"People may take the necessity and existence of clothing for granted, from shirts to pants to dresses, coats, skirts, socks, underwear, bow ties, top hats, togas, kilts and bikinis. But it all had to start somewhere.",172021.0,moroccan cave yield oldest clue advent human clothing people may take necessity existence clothing granted shirt pant dress coat skirt sock underwear bow tie top hat toga kilt bikinis. start somewhere.,Science and Tech
SpaceX launches 4 amateurs on private Earth-circling trip,"SpaceX's first private flight streaked into orbit Wednesday night with two contest winners, a health care worker and their rich sponsor, the most ambitious leap yet in space tourism.",162021.0,spacex launch amateur private earth circling trip spacex first private flight streaked orbit wednesday night two contest winner health care worker rich sponsor ambitious leap yet space tourism.,Science and Tech
Apple delays iPhone photo-scanning plan amid fierce backlash,Apple is indefinitely delaying plans to scan iPhones in the US for images of child sexual abuse following an outcry from security and privacy experts who warned the technology could be exploited for other surveillance purposes by hackers and intrusive governments.,42021.0,apple delay iphone photo scanning plan amid fierce backlash apple indefinitely delaying plan scan iphones u image child sexual abuse following outcry security privacy expert warned technology could exploited surveillance purpose hacker intrusive governments.,Science and Tech
Google self-driving spinoff Waymo begins testing with public in San Francisco,Alphabet's Waymo has started taking a few San Franciscans on rides in its self-driving sport utility vehicles and hopes to open the robotaxis to anyone in the city in less than the three years it took to launch in its only other market.,252021.0,google self driving spinoff waymo begin testing public san francisco alphabet waymo started taking san franciscan ride self driving sport utility vehicle hope open robotaxis anyone city le three year took launch market.,Science and Tech
NASA halts SpaceX work on lunar lander after Blue Origin suit,"NASA agreed on Thursday to temporarily halt work on a $2.9 billion lunar lander contract awarded to Elon Musk's SpaceX after rival billionaire businessman Jeff Bezos's Blue Origin sued the U.S government, an agency spokeswoman said.",212021.0,nasa halt spacex work lunar lander blue origin suit nasa agreed thursday temporarily halt work . billion lunar lander contract awarded elon musk spacex rival billionaire businessman jeff bezos blue origin sued u.s government agency spokeswoman said.,Science and Tech
