headline,body,time_published,Text,category
Abu Dhabi hosts a pandemic-delayed Bollywood awards ceremony,Abu Dhabi hosts a pandemic-delayed Bollywood awards ceremony,42022.0,abu dhabi host pandemic delayed bollywood award ceremony abu dhabi host pandemic delayed bollywood award ceremony,Entertainment
Shakira confirms split with soccer star Piqué,Shakira confirms split with soccer star Piqué,42022.0,shakira confirms split soccer star piqu shakira confirms split soccer star piqu,Entertainment
Depp scores near-total victory in U.S. defamation case against ex-wife Heard,"Actor Johnny Depp won more than $10 million in damages on Wednesday, achieving a near-total victory in a defamation suit against ex-wife Amber Heard to cap a six-week trial featuring graphic testimony about the stars' soured relationship.",22022.0,depp score near total victory u.s. defamation case ex wife heard actor johnny depp million damage wednesday achieving near total victory defamation suit ex wife amber heard cap six week trial featuring graphic testimony star soured relationship.,Entertainment
K-pop sensation BTS to launch new show on Apple Music 1,BTS will reveal their gradual journey to becoming K-pop superstars through a new Apple Music weekly limited series.,272022.0,k pop sensation bts launch new show apple music bts reveal gradual journey becoming k pop superstar new apple music weekly limited series.,Entertainment
'Doctor Strange 2' conjures up biggest opening of 2022,"The summer movie season is off to a blockbuster start thanks to "" Doctor Strange and the Multiverse of Madness."" The superhero extravaganza grossed an estimated $185 million in ticket sales in its first weekend in U.S. and Canadian theaters, the Walt Disney Co. said Sunday.",92022.0,doctor strange conjures biggest opening summer movie season blockbuster start thanks doctor strange multiverse madness. superhero extravaganza grossed estimated million ticket sale first weekend u.s. canadian theater walt disney co. said sunday.,Entertainment
How does it f-e-e-e-e-l? Bob Dylan museum opening in Tulsa,"Elvis Costello, Patti Smith and Mavis Staples will be among the dignitaries expected in Tulsa, Oklahoma, this weekend for the opening of the Bob Dylan Center, the museum and archive celebrating the Nobel laureate's work.",62022.0,f e e e e l bob dylan museum opening tulsa elvis costello patti smith mavis staple among dignitary expected tulsa oklahoma weekend opening bob dylan center museum archive celebrating nobel laureate work.,Entertainment
"Movies love a comeback story. This summer, it's their turn.","This summer at the movies, Tom Cruise is back in the cockpit behind those iconic aviators. Doctors Grant, Sattler and Ian Malcolm are returning for another round with the dinosaurs. Natalie Portman is picking up Thor's hammer. And Jordan Peele is poised to terrify us with the unknown. Again.",52022.0,movie love comeback story. summer turn. summer movie tom cruise back cockpit behind iconic aviators. doctor grant sattler ian malcolm returning another round dinosaurs. natalie portman picking thor hammer. jordan peele poised terrify u unknown. again.,Entertainment
The dance of storytellers,"Performers in red traditional attires shone on the stage of Mandala Theatre, Thapagaun on May 2 as they moved elegantly showcasing one of the most gracious dance forms — Kathak.",52022.0,dance storyteller performer red traditional attire shone stage mandala theatre thapagaun may moved elegantly showcasing one gracious dance form kathak.,Entertainment
Netflix aims to curtail password sharing - and bring in ads,An unexpectedly sharp drop in subscribers has Netflix considering changes to its service that it has long resisted: Minimizing password sharing and creating a low-cost subscription supported by advertising.,202022.0,netflix aim curtail password sharing bring ad unexpectedly sharp drop subscriber netflix considering change service long resisted minimizing password sharing creating low cost subscription supported advertising.,Entertainment
"Night of healing, relaxing music","Drum Jatra 2022 — a seven-day percussion festival featuring national and international artistes — is underway from April 11. Mangal Man Maharjan, Navin Chettri, Bijay Shrestha, Eduardo Mendonca, Ashesh Rai, and Nimesh Kapali were the featured artistes on the festival’s fifth day on April 15.",182022.0,night healing relaxing music drum jatra seven day percussion festival featuring national international artiste underway april . mangal man maharjan navin chettri bijay shrestha eduardo mendonca ashesh rai nimesh kapali featured artiste festival fifth day april .,Entertainment
MPSE selects Nepali sound editor as active member,"Sound editor and mixer Kishore Acharya, who recently received the Best Sound Editor award at the D-cine Award, was on April 14 selected as an active member of the Motion Picture Sound Editors (MPSE). MPSE is a highly reputed organisation of the US that honours sound editors and design professionals from across the world.",172022.0,mpse selects nepali sound editor active member sound editor mixer kishore acharya recently received best sound editor award cine award april selected active member motion picture sound editor mpse . mpse highly reputed organisation u honour sound editor design professional across world.,Entertainment
Nepathya performs post-Covid concert in  Damak,"While captivating the audiences, Gurung also urged them to explore and understand Nepal as well.",152022.0,nepathya performs post covid concert damak captivating audience gurung also urged explore understand nepal well.,Entertainment
Will Smith gets 10-year Oscars ban over Chris Rock slap,The motion picture academy on Friday banned Will Smith from attending the Oscars or any other academy event for 10 years following his slap of Chris Rock at the Academy Awards.,92022.0,smith get year oscar ban chris rock slap motion picture academy friday banned smith attending oscar academy event year following slap chris rock academy awards.,Entertainment
Nepathya to rock Damak on New Year,"After two years of Covid-imposed hibernation, Nepathya, Nepal's popular folk-rock band, is gearing to welcome New Year with a bang at Damak concert.",72022.0,nepathya rock damak new year two year covid imposed hibernation nepathya nepal popular folk rock band gearing welcome new year bang damak concert.,Entertainment
Nepal to debut at Venice Biennale,Nepal is all set to debut at the 59th Venice Biennale scheduled to take place from April 23 to November 27 in Italy.,72022.0,nepal debut venice biennale nepal set debut th venice biennale scheduled take place april november italy.,Entertainment
"Batiste wins album honor, Zelenskiy makes appeal at Grammys",Multi-genre artist Jon Batiste won album of the year and R&B duo Silk Sonic took two of the top honors on Sunday at a Grammy awards ceremony that featured a surprise appeal for support from wartime President Volodymyr Zelenskiy of Ukraine.,42022.0,batiste win album honor zelenskiy make appeal grammys multi genre artist jon batiste album year r b duo silk sonic took two top honor sunday grammy award ceremony featured surprise appeal support wartime president volodymyr zelenskiy ukraine.,Entertainment
Will Smith resigns from film academy over Chris Rock slap,Will Smith resigned Friday from the motion picture academy following his Oscars night slap of Chris Rock and said he would accept any further punishment the organization imposed.,22022.0,smith resigns film academy chris rock slap smith resigned friday motion picture academy following oscar night slap chris rock said would accept punishment organization imposed.,Entertainment
"Bruce Willis, diagnosed with aphasia, steps away from acting","Bruce Willis is stepping away from acting after a diagnosis of aphasia, a condition that causes loss of the ability to understand or express speech, his family said Wednesday.",312022.0,bruce willis diagnosed aphasia step away acting bruce willis stepping away acting diagnosis aphasia condition cause loss ability understand express speech family said wednesday.,Entertainment
Will Smith would face little more than a slap if charged,"Will Smith's slap seen 'round the world at the Oscars was clearly a crime, legal experts say, but the chances of prosecution are slim and even if convicted he'd likely face little more than a slap of his own — on the wrist.",302022.0,smith would face little slap charged smith slap seen round world oscar clearly crime legal expert say chance prosecution slim even convicted likely face little slap wrist.,Entertainment
Jessica Chastain wins best actress Oscar for 'Tammy Faye',"Jessica Chastain won the Academy Award for best actress Sunday night for “The Eyes of Tammy Faye” in which she portrays the rise, fall and redemption of televangelist Tammy Faye Bakker.",282022.0,jessica chastain win best actress oscar tammy faye jessica chastain academy award best actress sunday night eye tammy faye portrays rise fall redemption televangelist tammy faye bakker.,Entertainment
"Will Smith smacks Chris Rock on stage, then wins an Oscar",Best actor winner Will Smith smacked presenter Chris Rock in the face with an open hand and shouted a vulgarity at the comedian for making a joke about his wife Jada Pinkett Smith's hairstyle in an epic moment overshadowing the Oscars ceremony on Sunday.,282022.0,smith smack chris rock stage win oscar best actor winner smith smacked presenter chris rock face open hand shouted vulgarity comedian making joke wife jada pinkett smith hairstyle epic moment overshadowing oscar ceremony sunday.,Entertainment
The Oscars are tonight. Here's how to watch or stream live,The Oscars are tonight. Here's how to watch or stream live,272022.0,oscar tonight. watch stream live oscar tonight. watch stream live,Entertainment
"The Oscars are Sunday, and change is in the air","For the first time in two years, the Academy Awards are rolling out the red carpet at Los Angeles' Dolby Theatre for what the film academy hopes will be a back-to-normal Oscars. Except for all the stuff that's changed.",272022.0,oscar sunday change air first time two year academy award rolling red carpet los angeles dolby theatre film academy hope back normal oscars. except stuff changed.,Entertainment
Foo Fighters drummer Taylor Hawkins dead at 50,"Taylor Hawkins, for 25 years the drummer for Foo Fighters and best friend of frontman Dave Grohl, has died during a South American tour with the rock band. He was 50.",262022.0,foo fighter drummer taylor hawkins dead taylor hawkins year drummer foo fighter best friend frontman dave grohl died south american tour rock band. .,Entertainment
Case registered against actor Paul Shah,The Public Prosecutor’s Office has registered a case against actor Paul Shah on the charge of raping a minor.,232022.0,case registered actor paul shah public prosecutor office registered case actor paul shah charge raping minor.,Entertainment
"'The Batman,' still No. 1, crosses $300 million","""The Batman"" is still going strong three weeks into its theatrical run, with a tight grip on the top spot at the box office.",212022.0,batman still no. cross million batman still going strong three week theatrical run tight grip top spot box office.,Entertainment
'The Power of the Dog' wins best picture at UK's BAFTAs,"Sci-fi epic “Dune” won five prizes and brooding Western “The Power of the Dog” was named best picture as the British Academy Film Awards returned Sunday with a live, black-tie ceremony after a pandemic-curtailed event in 2021.",142022.0,power dog win best picture uk baftas sci fi epic dune five prize brooding western power dog named best picture british academy film award returned sunday live black tie ceremony pandemic curtailed event .,Entertainment
"Made-in-Japan manga goes global with Webtoon, Deadpool","Deadpool, meet All Might. Perhaps nothing highlights how the world of manga, the comics and cartoons originating in Japan, has gone global better than that coming together of superheroes, American and Japanese.",112022.0,made japan manga go global webtoon deadpool deadpool meet might. perhaps nothing highlight world manga comic cartoon originating japan gone global better coming together superheroes american japanese.,Entertainment
'The Batman' gives movie theaters a new hope with big launch,"Batman has his fair share of pressures, from saving Gotham to saving movie theaters. And while they’re both still decidedly works in progress, “The Batman,” starring Robert Pattinson, managed to give a little glimmer of hope to both by grossing $128.5 million in North America, according to studio estimates Sunday.",72022.0,batman give movie theater new hope big launch batman fair share pressure saving gotham saving movie theaters. still decidedly work progress batman starring robert pattinson managed give little glimmer hope grossing . million north america according studio estimate sunday.,Entertainment
Comedy series starring Zelenskyy gets boost in popularity,"Countries are snapping up the rights to ""Servant of the People"" — a comedy series starring the Ukrainian President, as the Ukrainian President.",42022.0,comedy series starring zelenskyy get boost popularity country snapping right servant people comedy series starring ukrainian president ukrainian president.,Entertainment
Elliot Page memoir 'Pageboy' to be published in 2023,"Elliot Page is working on a memoir, in which he will write about everything from his Oscar-nominated film career to becoming a prominent transgender person.",182022.0,elliot page memoir pageboy published elliot page working memoir write everything oscar nominated film career becoming prominent transgender person.,Entertainment
Prabal Gurung sends a 'NY love song' to homeland of Nepal,Prabal Gurung blended his love for his adopted city of New York and his homeland of Nepal in a Fashion Week show featuring psychedelic flower prints imbued with a New York edginess.,172022.0,prabal gurung sends ny love song homeland nepal prabal gurung blended love adopted city new york homeland nepal fashion week show featuring psychedelic flower print imbued new york edginess.,Entertainment
Popular Bollywood composer Bappi Lahiri dies at age 69,"Popular Bollywood singer and composer Bappi Lahiri, who won millions of fans with his penchant for feet-tapping disco music in the 1980s and 1990s, has died in a Mumbai hospital, according to a hospital statement. He was 69.",162022.0,popular bollywood composer bappi lahiri dy age popular bollywood singer composer bappi lahiri million fan penchant foot tapping disco music died mumbai hospital according hospital statement. .,Entertainment
'Power of the Dog' tops Oscar noms with 12; 'Dune' nabs 10,"After a pandemic year that hobbled movie theaters and saw streaming services make new inroads into Hollywood, the Academy Awards put its strongest support Tuesday behind two films made with big-screen grandeur that were also streamed into homes: Jane Campion's gothic western “The Power of the Dog” and Denis Villeneuve's sci-fi epic “Dune.”",92022.0,power dog top oscar noms dune nabs pandemic year hobbled movie theater saw streaming service make new inroad hollywood academy award put strongest support tuesday behind two film made big screen grandeur also streamed home jane campion gothic western power dog denis villeneuve sci fi epic dune.,Entertainment
Oscar nominations announcement begins,Oscar nominations announcement begins,82022.0,oscar nomination announcement begin oscar nomination announcement begin,Entertainment
"BTS singer Jimin hospitalized for appendicitis, tests positive for COVID-19","Jimin, a singer and dancer with the K-pop group BTS, has tested positive for coronavirus and also underwent surgery for acute appendicitis, his management agency Big Hit Music said on Monday.",312022.0,bts singer jimin hospitalized appendicitis test positive covid jimin singer dancer k pop group bts tested positive coronavirus also underwent surgery acute appendicitis management agency big hit music said monday.,Entertainment
'Scream' scares off 'Spider-Man' with $30.6M debut,"After a month at no. 1, ""Spider-Man: No Way Home"" has finally been overtaken at the box office. Paramount Pictures' ""Scream"" reboot debuted with $30.6 million in ticket sales over the weekend, according to studio estimates Sunday.",172022.0,scream scare spider man .m debut month no. spider man way home finally overtaken box office. paramount picture scream reboot debuted . million ticket sale weekend according studio estimate sunday.,Entertainment
"Birju Maharaj, legend of India's kathak dance form, dies","Birju Maharaj, a legend of classical Indian dance and among the country's most well-known performing artists, died Monday. He was 83.",172022.0,birju maharaj legend india kathak dance form dy birju maharaj legend classical indian dance among country well known performing artist died monday. .,Entertainment
Content removed,The article published on today's print edition on Aarohan Gurukul as uploaded on this portal has been removed as an acknowledgement of error in judgement in our part...,162022.0,content removed article published today print edition aarohan gurukul uploaded portal removed acknowledgement error judgement part...,Entertainment
"Teaser of South Indian movie Hitman, featuring Nepali stars, released","A two-minute teaser of Telugu movie Hitman, featuring Nepali actress Aanchal Sharma among others, was released in the Capital on January 6. It is set for a March release.",82022.0,teaser south indian movie hitman featuring nepali star released two minute teaser telugu movie hitman featuring nepali actress aanchal sharma among others released capital january . set march release.,Entertainment
Oscar winner and groundbreaking star Sidney Poitier dies,"Sidney Poitier, the groundbreaking actor and enduring inspiration who transformed how Black people were portrayed on screen, and became the first Black actor to win an Academy Award for best lead performance and the first to be a top box-office draw, has died. He was 94.",82022.0,oscar winner groundbreaking star sidney poitier dy sidney poitier groundbreaking actor enduring inspiration transformed black people portrayed screen became first black actor win academy award best lead performance first top box office draw died. .,Entertainment
2021 box office closes with more fireworks for 'Spider-Man',"Hollywood closed out 2021 with more fireworks at the box office for ""Spider-Man: No Way Home,"" which topped all films for the third straight week and already charts among the highest grossing films ever.",32022.0,box office close firework spider man hollywood closed firework box office spider man way home topped film third straight week already chart among highest grossing film ever.,Entertainment
Vivaldi opera gets premiere in Ferrara nearly 300 years late,"The Catholic Church and the northern Italian city of Ferrara made their peace Thursday with Antonio Vivaldi nearly 300 years after the city's archbishop effectively canceled the staging of one of his operas, sending the famed Baroque composer into debt for his final years in exile.",312021.0,vivaldi opera get premiere ferrara nearly year late catholic church northern italian city ferrara made peace thursday antonio vivaldi nearly year city archbishop effectively canceled staging one opera sending famed baroque composer debt final year exile.,Entertainment
Nepal's Santosh Shah wins MasterChef UK: The Professionals Rematch,Chef Santosh Shah has won the title of MasterChef: The Professional Rematch.,282021.0,nepal santosh shah win masterchef uk professional rematch chef santosh shah title masterchef professional rematch.,Entertainment
'Dallas Buyers Club' director Jean-Marc Vallée dead at 58,'Dallas Buyers Club' director Jean-Marc Vallée dead at 58,272021.0,dallas buyer club director jean marc vall e dead dallas buyer club director jean marc vall e dead,Entertainment
3 members of K-pop sensation BTS diagnosed with COVID-19,"Three members of the K-pop superstar group BTS have been infected with the coronavirus after returning from abroad, their management agency said.",262021.0,member k pop sensation bts diagnosed covid three member k pop superstar group bts infected coronavirus returning abroad management agency said.,Entertainment
K-pop star Suga tests positive for COVID-19 after BTS return from US,"Suga, songwriter and rapper for K-pop sensation BTS, has tested positive for the coronavirus after returning from in-person concerts in the United States, the group's management said on Friday.",242021.0,k pop star suga test positive covid bts return u suga songwriter rapper k pop sensation bts tested positive coronavirus returning person concert united state group management said friday.,Entertainment
'Matrix Resurrections' rewrites its programming: review,"In the 22 years since the ""The Matrix"" debuted, it has never left us — or depending on your pill of choice, we have never left it. Despite two largely disappointing sequels, ""The Matrix"" still hasn't quite gone out of style — neither its long leather jackets nor its sci-fi vision of an illusive reality beyond what's in front of us.",222021.0,matrix resurrection rewrite programming review year since matrix debuted never left u depending pill choice never left it. despite two largely disappointing sequel matrix still quite gone style neither long leather jacket sci fi vision illusive reality beyond front us.,Entertainment
"'Summer of Soul,' 'Drive My Car' make Oscars shortlist","Documentaries about Julia Child, ""Black Woodstock,"" the pandemic and The Velvet Underground and acclaimed international films like Japan's ""Drive My Car,"" Iran's ""A Hero"" and Norway's ""The Worst Person in the World"" just got a little closer to scoring Oscar nominations.",222021.0,summer soul drive car make oscar shortlist documentary julia child black woodstock pandemic velvet underground acclaimed international film like japan drive car iran hero norway worst person world got little closer scoring oscar nominations.,Entertainment
Spidey nets 3rd best opening of all time with $253 million,"Never underestimate your friendly neighborhood Spider-Man, even with a mutating virus afoot. Despite rising concerns over the omicron variant, “Spider-Man: No Way Home” not only shattered pandemic-era box office records; it became the third best opening of all time behind “Avengers: Endgame” ($357.1 million) and “Avengers: Infinity War"" ($257.7 million).",202021.0,spidey net rd best opening time million never underestimate friendly neighborhood spider man even mutating virus afoot. despite rising concern omicron variant spider man way home shattered pandemic era box office record became third best opening time behind avenger endgame . million avenger infinity war . million .,Entertainment
Adele and Ed Sheeran lead nominees for BRIT Awards,"Adele and Ed Sheeran were announced on Saturday as two of the top nominees for the 2022 BRIT Awards, with four nominations each.",192021.0,adele ed sheeran lead nominee brit award adele ed sheeran announced saturday two top nominee brit award four nomination each.,Entertainment
'Spider-Man: No Way Home' snags eye-popping $50M in previews,"For the first time since the pandemic began, the box office is booming. ""Spider-Man: No Way Home"" grossed $50 million in Thursday previews alone, a stunning start for a movie set to break pandemic records.",182021.0,spider man way home snag eye popping preview first time since pandemic began box office booming. spider man way home grossed million thursday preview alone stunning start movie set break pandemic records.,Entertainment
TikTok posts referencing violence raise anxiety at schools,"Some parents kept their children home, police stepped up patrols and educators tightened security protocols Friday in response to viral TikTok posts alluding to unconfirmed threats of violence that raised anxiety levels at schools nationwide.",182021.0,tiktok post referencing violence raise anxiety school parent kept child home police stepped patrol educator tightened security protocol friday response viral tiktok post alluding unconfirmed threat violence raised anxiety level school nationwide.,Entertainment
Review: A Spidey sense overdose in 'No Way Home',"Spider-Man movies have come in such flurries over the last two decades that you could almost tell time by them. Who needs the long centuries of the Triassic, Jurassic and the Cretaceous, when, in the span of just one generation you can have the Tobey epoch, the Garfield era and the Tomozoic?",152021.0,review spidey sense overdose way home spider man movie come flurry last two decade could almost tell time them. need long century triassic jurassic cretaceous span one generation tobey epoch garfield era tomozoic,Entertainment
KIMFF concludes honouring best films,"God’s Buffalo, a documentary about a buffalo washed away by the floods of Indrawati, won the Best Mountain Film award at the 19th edition of the Kathmandu International Mountain Film Festival (KIMFF) that concluded on December 13 in the Capital.",152021.0,kimff concludes honouring best film god buffalo documentary buffalo washed away flood indrawati best mountain film award th edition kathmandu international mountain film festival kimff concluded december capital.,Entertainment
Hollywood largely silent on Golden Globe nominations amid controversy,"Movie dramas ""The Power of the Dog"" and ""Belfast"" led nominations on Monday for the annual Golden Globes in a year clouded by controversy and a scaled-down ceremony.",142021.0,hollywood largely silent golden globe nomination amid controversy movie drama power dog belfast led nomination monday annual golden globe year clouded controversy scaled ceremony.,Entertainment
Pop superstar Alicia Keys unveils new album 'KEYS' in Dubai,Superstar Alicia Keys on Friday debuted her new album live in front of a packed crowd at the world's fair in Dubai — a lively pop performance full of soaring vocals and piano solos.,112021.0,pop superstar alicia key unveils new album key dubai superstar alicia key friday debuted new album live front packed crowd world fair dubai lively pop performance full soaring vocal piano solos.,Entertainment
Nims Purja's '14 peaks: Nothing is Impossible' ranks at no 7 in Netflix Global Top 10,"The Netflix documentary '14 Peaks: Nothing is Impossible', which follows mountaineer Nirmal Purja 'Nimsdai' as he sets off on a daring quest to set a new mountaineering record, currently ranks at No. 7 on the Netflix Global Top 10 movies list.",102021.0,nim purja peak nothing impossible rank netflix global top netflix documentary peak nothing impossible follows mountaineer nirmal purja nimsdai set daring quest set new mountaineering record currently rank no. netflix global top movie list.,Entertainment
BRIT Awards to introduce gender-neutral categories at 2022 show,"Britain's pop music honours, the BRITs, will get rid of its female and male categories from next year, introducing gender-neutral awards for local and international artists, organisers said on Monday.",232021.0,brit award introduce gender neutral category show britain pop music honour brit get rid female male category next year introducing gender neutral award local international artist organiser said monday.,Entertainment
Kevin Spacey ordered to pay $31M for 'House of Cards' losses,"Kevin Spacey and his production companies must pay the studio behind “House of Cards” more than $30 million because of losses brought on by his firing for sexual misconduct, according to an arbitration decision made final Monday.",232021.0,kevin spacey ordered pay house card loss kevin spacey production company must pay studio behind house card million loss brought firing sexual misconduct according arbitration decision made final monday.,Entertainment
Hitmakers BTS stamp their authority on American Music Awards,"South Korean superstars BTS were crowned artist of the year at the American Music Awards on Sunday, brushing aside challenges from Taylor Swift, Drake and The Weeknd as they took home a total of three awards and teamed up with Coldplay for a raucous ""My Universe"" and closed the show with ""Butter.""",222021.0,hitmakers bts stamp authority american music award south korean superstar bts crowned artist year american music award sunday brushing aside challenge taylor swift drake weeknd took home total three award teamed coldplay raucous universe closed show butter.,Entertainment
Miramax sues Tarantino over planned 'Pulp Fiction' NFTs,"Miramax filed a lawsuit Tuesday against director Quentin Tarantino over the director's plans to create and auction off a series of NFTs based on his work on ""Pulp Fiction.""",172021.0,miramax sue tarantino planned pulp fiction nfts miramax filed lawsuit tuesday director quentin tarantino director plan create auction series nfts based work pulp fiction.,Entertainment
"'Red Notice,' 'Squid Game' top Netflix hours-watched metric","Netflix on Tuesday rolled out a new website that measures its most-viewed films and series by the amount of hours users spend watching them. The results? People are watching ""Squid Game"" and the new action-adventure film ""Red Notice"" maybe even more than you would have guessed.",172021.0,red notice squid game top netflix hour watched metric netflix tuesday rolled new website measure viewed film series amount hour user spend watching them. result people watching squid game new action adventure film red notice maybe even would guessed.,Entertainment
The Metamorphosis by Franz Kafka: Now Available In Nepali,"Published for the first time as an illustrated novel in the Nepali language, with over 80 black and white illustrations across 122 pages, this novel, The Metamorphosis, is available from November 2021 under print on demand services and eBook editions through different online platforms, including Apple Books.",152021.0,metamorphosis franz kafka available nepali published first time illustrated novel nepali language black white illustration across page novel metamorphosis available november print demand service ebook edition different online platform including apple books.,Entertainment
Britney Spears got all to agree she needed to be freed,"There were no more of the heated arguments or dueling court filings of the past few months, no more tearful testimony or angry accusations.",132021.0,britney spear got agree needed freed heated argument dueling court filing past month tearful testimony angry accusations.,Entertainment
Get ready for more games: 'Squid Game' readies for Season 2,"The creator of Netflix's “Squid Game” says the hit TV series will be back for a season two, even though most TV shows in South Korea run for just one season. Due to the show’s global success, Hwang Dong-hyuk said, “I almost feel like you leave us no choice.”",112021.0,get ready game squid game ready season creator netflix squid game say hit tv series back season two even though tv show south korea run one season. due show global success hwang dong hyuk said almost feel like leave u choice.,Entertainment
'A self-portrait in songs': Paul McCartney looks back on his lyrics,"From looking for inspiration on the bus to finding titles in dreams, Paul McCartney looks back on his life in a new book recounting how he wrote some of the world's most famous songs.",62021.0,self portrait song paul mccartney look back lyric looking inspiration bus finding title dream paul mccartney look back life new book recounting wrote world famous songs.,Entertainment
Sujita Basnet crowned Miss Universe Nepal 2021,"Sujita Basnet, a non-resident Nepali residing in the US, was crowned Miss Universe Nepal 2021.",312021.0,sujita basnet crowned miss universe nepal sujita basnet non resident nepali residing u crowned miss universe nepal .,Entertainment
Another step forward,"Ten years since it first opened to the public with the Kathmandu International Theatre Festival 2012 as its coorganiser along with Aarohan Gurukul, Mandala Theatre Nepal, located at Anamnagar, remains one of the influential theatrical hubs in the City.",302021.0,another step forward ten year since first opened public kathmandu international theatre festival coorganiser along aarohan gurukul mandala theatre nepal located anamnagar remains one influential theatrical hub city.,Entertainment
"Despite hybrid release, 'Dune' draws well on the big screen","Denis Villeneuve's ""Dune"" debuted with $40.1 million in ticket sales in its opening weekend in North America, drawing a large number of moviegoers to see the thundering sci-fi epic on the big screen despite it also being available to stream in homes.",252021.0,despite hybrid release dune draw well big screen denis villeneuve dune debuted . million ticket sale opening weekend north america drawing large number moviegoer see thundering sci fi epic big screen despite also available stream homes.,Entertainment
"James Michael Tyler, who played Gunther on 'Friends,' dies","James Michael Tyler, the actor known widely for his recurring role as Gunther on ""Friends,"" has died. He was 59.",252021.0,james michael tyler played gunther friend dy james michael tyler actor known widely recurring role gunther friend died. .,Entertainment
"Ed Sheeran has COVID, will do performances from home",British pop star Ed Sheeran said Sunday he has tested positive for COVID-19 and will do interviews and performances from his house while he self-isolates.,252021.0,ed sheeran covid performance home british pop star ed sheeran said sunday tested positive covid interview performance house self isolates.,Entertainment
"'The Batman' trailer unveils Pattinson in dark, violent turn","Warner Bros. has unveiled its trailer for ""The Batman,"" which features Robert Pattinson's first bone-crunching turn as a DC Comics superhero.",172021.0,batman trailer unveils pattinson dark violent turn warner bros. unveiled trailer batman feature robert pattinson first bone crunching turn dc comic superhero.,Entertainment
"Golden Globes still on, despite NBC dropping the awards show","The Hollywood Foreign Press Association, which organizes the annual Golden Globes, said on Friday it will present the awards for television and film in January despite the NBC television network deciding in May to no longer air the show.",162021.0,golden globe still despite nbc dropping award show hollywood foreign press association organizes annual golden globe said friday present award television film january despite nbc television network deciding may longer air show.,Entertainment
S.Korea's 'Squid Game' is Netflix's biggest original show debut,"Hit South Korean show ""Squid Game"" has officially become Netflix's biggest original series launch, the streaming service said on Wednesday.",132021.0,s.korea squid game netflix biggest original show debut hit south korean show squid game officially become netflix biggest original series launch streaming service said wednesday.,Entertainment
Netflix hit show 'Squid Game' spurs interest in learning Korean,"Interest in learning Korean has spiked since the launch of hit Netflix show ""Squid Game"", tutoring services reported, underscoring a growing global obsession with South Korean culture from entertainment to beauty products.",112021.0,netflix hit show squid game spur interest learning korean interest learning korean spiked since launch hit netflix show squid game tutoring service reported underscoring growing global obsession south korean culture entertainment beauty products.,Entertainment
Bollywood stars begin shooting for Uunchai in Nepal,"Bollywood actors Anupam Kher, Boman Irani, Parineeti Chopra and Sarika Haasan — spouse of actor Kamal Haasan are in the country to shoot for their new movie Uunchai.",92021.0,bollywood star begin shooting uunchai nepal bollywood actor anupam kher boman irani parineeti chopra sarika haasan spouse actor kamal haasan country shoot new movie uunchai.,Entertainment
Adele says she wrote upcoming album for her son,"Adele mentioned she recorded her upcoming fourth album to elucidate her divorce to her younger son, because the British singer prepares to make her musical comeback.",92021.0,adele say wrote upcoming album son adele mentioned recorded upcoming fourth album elucidate divorce younger son british singer prepares make musical comeback.,Entertainment
Russian actor blasts off to attempt a world first: a movie in space,"A Russian actress and a film director blasted off for the International Space Station on Tuesday, beating Tom Cruise in the race to shoot the first movie in space.",62021.0,russian actor blast attempt world first movie space russian actress film director blasted international space station tuesday beating tom cruise race shoot first movie space.,Entertainment
"Lethal kids games drive viral fame of Netflix series ""Squid Game""","The hit Netflix series ""Squid Game"" from South Korea has gone viral across the world and online by morphing childhood games popular before the digital era such as ""Red Light, Green Light"" into deadly survival challenges.",302021.0,lethal kid game drive viral fame netflix series squid game hit netflix series squid game south korea gone viral across world online morphing childhood game popular digital era red light green light deadly survival challenges.,Entertainment
"Emmys: 'Crown,' 'Lasso,' 'Queen's Gambit,' streaming triumph","Netflix's ""The Crown"" and ""The Queen's Gambit"" combined with Apple TV+'s ""Ted Lasso"" to sweep top series honors at the Sunday's Emmy Awards, a first for streaming services that cemented their rise to prominence in the television industry.",202021.0,emmy crown lasso queen gambit streaming triumph netflix crown queen gambit combined apple tv ted lasso sweep top series honor sunday emmy award first streaming service cemented rise prominence television industry.,Entertainment
French film on illegal abortion wins top prize at Venice festival,"""Happening"" (L'événement), a hard-hitting French drama about illegal abortion in the 1960s, won the Golden Lion award for best film at the Venice festival on Saturday.",122021.0,french film illegal abortion win top prize venice festival happening l v nement hard hitting french drama illegal abortion golden lion award best film venice festival saturday.,Entertainment
Bring recovery package for music industry: DJ Sherpa,"As the Covid-19 crisis has adversely affected every sector of society, the country’s music industry has also been hit hard by the pandemic.",62021.0,bring recovery package music industry dj sherpa covid crisis adversely affected every sector society country music industry also hit hard pandemic.,Entertainment
Nirvana sued by man who was nude baby on 'Nevermind' cover,"A 30-year-old man who appeared nude at 4 months old in 1991 on the cover of Nirvana's ""Nevermind"" album is suing the band and others, alleging the image is child pornography they have profited from.",262021.0,nirvana sued man nude baby nevermind cover year old man appeared nude month old cover nirvana nevermind album suing band others alleging image child pornography profited from.,Entertainment
